food_name,calcium_tier,vitk_tier,iron_tier,potassium_tier,magnesium_tier,zinc_tier,tyramine_tier,calcium,iron,magnesium,potassium,vitk,zinc,acid_tier
"Minerals - Beef, Top Loin steak, boneless, L_choice, raw, comp12, lean",LOW,LOW,MEDIUM,MEDIUM,LOW,HIGH,LOW,15.0,2.01,11.7,286.0,,3.84,LOW
"Minerals - Beef, Top Loin steak, boneless, U_choice, raw, comp11, lean",LOW,LOW,MEDIUM,MEDIUM,LOW,HIGH,LOW,15.0,1.79,11.0,278.0,,3.69,LOW
"Minerals - Beef, Top Round roast/steak, select, raw, comp13, lean",LOW,LOW,MEDIUM,MEDIUM,LOW,HIGH,LOW,13.0,2.34,11.9,316.0,,3.54,LOW
"Minerals, American cheese, pasteurized process, BEST CHOICE DELUXE - NFY090HS4",HIGH,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,489.0,0.21,24.5,212.0,,2.16,LOW
"Minerals, American cheese, pasteurized process, GREAT VALUE DELUXE  - NFY090HQM",HIGH,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,497.0,0.15,24.6,204.0,,2.22,LOW
"Minerals, American cheese, pasteurized process, HAUTLY CHEESE COMPANY - NFY090HR4",HIGH,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,494.0,0.23,23.9,201.0,,2.21,LOW
"Minerals, American cheese, pasteurized process, HYVEE DELUXE SLICED - NFY090HRS",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,508.0,0.14,24.4,196.0,,2.2,LOW
"Minerals, American cheese, pasteurized process, KRAFT - NFY090HJJ",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,1210.0,0.81,26.4,119.0,,2.4,LOW
"Minerals, American cheese, pasteurized process, KRAFT - NFY090HK0",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,1150.0,0.86,26.7,109.0,,2.48,LOW
"Minerals, American cheese, pasteurized process, KRAFT - NFY090HKB",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,1240.0,0.75,26.5,125.0,,2.55,LOW
"Minerals, American cheese, pasteurized process, KRAFT - NFY090HKV",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,1380.0,0.85,27.1,131.0,,2.6,LOW
"Minerals, American cheese, pasteurized process, KRAFT DELI DELUXE - NFY090HKN",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,1330.0,0.8,25.5,123.0,,2.37,LOW
"Minerals, American cheese, pasteurized process, KRAFT DELI DELUXE - NFY090HMX",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,1280.0,0.85,26.8,110.0,,2.49,LOW
"Minerals, American cheese, pasteurized process, KROGER DELUXE - NFY090HQ5",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,540.0,0.2,23.1,140.0,,2.57,LOW
"Minerals, American cheese, pasteurized process, KROGER DELUXE - NFY090HQA",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,625.0,0.23,26.2,155.0,,2.71,LOW
"Minerals, American cheese, pasteurized process, LAND-O-LAKES - NFY090HMF",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,605.0,0.18,23.1,99.0,,3.14,LOW
"Minerals, American cheese, pasteurized process, LUCERNE DELUXE SLICES - NFY090HQS",HIGH,LOW,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,1390.0,1.03,27.9,148.0,,2.5,LOW
"Minerals, American cheese, pasteurized process, LUCERNE DELUXE SLICES - NFY090HRA",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,1260.0,0.83,25.5,110.0,,2.25,LOW
"Minerals, American cheese, pasteurized process, PUBLIX DELUXE - NFY090HRM",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,947.0,0.55,23.7,112.0,,2.35,LOW
"Minerals, American cheese, pasteurized process, SHOP RITE SINGLES - NFY090HRG",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,545.0,0.16,22.9,138.0,,2.45,LOW
"Minerals, American cheese, pasteurized process, SUNNYSIDE FARMS - NFY090HQY",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,492.0,0.13,24.3,197.0,,2.21,LOW
"Minerals, American cheese, pasteurized process, TROPICAL DELUXE AMERICAN CHEESE - NFY090HRY",HIGH,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,479.0,0.25,24.3,205.0,,2.1,LOW
"Minerals, Cheddar cheese, sliced, CRACKER BARREL (AL,CT) - NFY120DAF",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,661.0,0.11,24.4,74.0,,3.66,LOW
"Minerals, Cheddar cheese, sliced, CRACKER BARREL (FL,MO) - NFY120DAV",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,673.0,0.14,26.9,89.0,,3.29,LOW
"Minerals, Cheddar cheese, sliced, CRACKER BARREL (MI) - NFY120DB6",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,646.0,0.17,23.7,73.0,,3.57,LOW
"Minerals, Cheddar cheese, sliced, CRACKER BARREL (NY,NC) - NFY120DA5",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,659.0,0.18,24.8,86.0,,3.54,LOW
"Minerals, Cheddar cheese, sliced, SARGENTO NATURAL SHARP CHEDDAR DELI STYLE (CA2,IN) - NFY120DCI",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,701.0,0.17,27.1,94.0,,3.69,LOW
"Minerals, Cheddar cheese, sliced, SARGENTO SHARP  (AL,CA1) - NFY120DBZ",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,729.0,0.13,27.2,70.0,,3.69,LOW
"Minerals, Cheddar cheese, sliced, SARGENTO SHARP  (CT,MI) - NFY120DCS",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,728.0,0.14,28.2,76.0,,3.78,LOW
"Minerals, Cheddar cheese, sliced, SARGENTO SHARP  (NY) - NFY120DBN",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,715.0,0.16,25.6,58.0,,3.85,LOW
"Minerals, Cheddar cheese, sliced, TILLAMOOK (CA2,IN) - NFY120D9L",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,728.0,0.14,27.5,94.0,,3.72,LOW
"Minerals, Cheddar cheese, sliced, TILLAMOOK (CO,CA1) - NFY120D99",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,747.0,0.13,27.9,77.0,,3.81,LOW
"Minerals, Cheddar cheese, sliced, store brand, CRYSTAL FARMS & SHULLSBURG WISCONSIN (MO,NY) - NFY120DE1",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,695.0,0.18,26.7,73.0,,3.82,LOW
"Minerals, Cheddar cheese, sliced, store brand, FOOD LION (NC) - NFY120DFQ",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,708.0,0.28,26.2,79.0,,3.79,LOW
"Minerals, Cheddar cheese, sliced, store brand, GREAT VALUE DELI STYLE SLICED SHARP  (AL,OK) - NFY120DEB",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,710.0,0.22,29.8,81.0,,3.77,LOW
"Minerals, Cheddar cheese, sliced, store brand, HYVEE CRACKER CUTS & PUBLIX (FL,MO) - NFY120DFH",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,705.0,0.12,25.9,71.0,,3.76,LOW
"Minerals, Cheddar cheese, sliced, store brand, LUCERNE SLICED SHARP CHEDDAR NATURAL CHEESE (CO,CA1) - NFY120DDI",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,702.0,0.15,27.0,78.0,,3.56,LOW
"Minerals, Cheddar cheese, sliced, store brand, PUBLIX & SHOPRITE (CT,FL) - NFY120DF2",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,735.0,0.13,26.9,85.0,,3.93,LOW
"Minerals, Cheddar cheese, sliced, store brand, SUNNYSIDE FARMS DELI STYLE SLICED MEDIUM (CA2) - NFY120DET",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,702.0,0.23,27.4,66.0,,3.7,LOW
"Minerals, Cheddar cheese, sliced, storebrand, KROGER (IN,MI) - NFY120DD8",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,673.0,0.2,25.0,77.0,,3.85,LOW
"Minerals, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WX4",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,701.0,0.11,27.0,74.0,,3.75,LOW
"Minerals, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWH",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,669.0,0.16,27.2,75.0,,3.55,LOW
"Minerals, Cheese, cheddar, mild, block/chunk KRAFT (PA,CA1,VA) - NFY120WW7",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,680.0,0.11,27.7,83.0,,3.46,LOW
"Minerals, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYQ",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,699.0,0.12,29.5,78.0,,3.62,LOW
"Minerals, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WXW",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,678.0,0.14,30.5,86.0,,3.44,LOW
"Minerals, Cheese, cheddar, natural shredded mild, KRAFT (IN,GA) - NFY120WQ9",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,728.0,0.17,25.0,67.0,,3.6,LOW
"Minerals, Cheese, cheddar, natural shredded mild, KRAFT (KY,NE,NC) - NFY120WPI",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,722.0,0.18,25.2,62.0,,3.72,LOW
"Minerals, Cheese, cheddar, natural shredded mild, KRAFT (PA,IA) - NFY120WP8",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,742.0,0.23,30.3,80.0,,3.25,LOW
"Minerals, Cheese, cheddar, natural shredded mild, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WR2",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,641.0,0.12,26.8,80.0,,3.36,LOW
"Minerals, Cheese, cheddar, natural shredded mild, store brand, WEGMANS (AZ,IN,NJ,NC) - NFY120WRR",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,755.0,0.13,28.1,82.0,,3.68,LOW
"Minerals, Cheese, cheddar, natural shredded mild, store brand, sKROGER (CA2,TX) - NFY120WSB",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,760.0,0.11,27.2,72.0,,3.66,LOW
"Minerals, Cheese, cheddar, natural shredded sharp, KRAFT (AZ,IN,GA) - NFY120WTQ",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,752.0,0.17,26.2,84.0,,3.71,LOW
"Minerals, Cheese, cheddar, natural shredded sharp, KRAFT (KY,NE,NC) - NFY120WT3",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,720.0,0.14,25.2,92.0,,3.58,LOW
"Minerals, Cheese, cheddar, natural shredded sharp, KRAFT (PA,CA1,IA,TX) - NFY120WST",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,761.0,0.2,25.4,72.0,,3.69,LOW
"Minerals, Cheese, cheddar, natural shredded sharp, store brand, GREAT VALUE (CA1,NE) - NFY120WVO",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,668.0,0.13,27.0,68.0,,3.56,LOW
"Minerals, Cheese, cheddar, natural shredded sharp, store brand, MY ESSENTIALS (AZ,GA,NC,PA) - NFY120WV4",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,708.0,0.13,26.3,78.0,,3.55,LOW
"Minerals, Cheese, cheddar, natural shredded sharp, store brand, sKROGER (CA2,KY,TX) - NFY120WUJ",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,744.0,0.16,25.4,68.0,,3.73,LOW
"Minerals, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0P",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,712.0,0.16,25.2,79.0,,3.96,LOW
"Minerals, Cheese, cheddar, sharp, block/chunk KRAFT (IN,GA) - NFY120X05",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,712.0,0.13,26.4,79.0,,3.89,LOW
"Minerals, Cheese, cheddar, sharp, block/chunk KRAFT (IN,GA) - NFY120X08",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,710.0,0.18,26.3,76.0,,3.85,LOW
"Minerals, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZI",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,667.0,0.14,24.9,75.0,,3.77,LOW
"Minerals, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X23",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,689.0,0.1,26.7,77.0,,3.53,LOW
"Minerals, Cheese, cheddar, sharp, block/chunk, store brand, LAURA LYNN (GA,IA,NJ) - NFY120X1T",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,747.0,0.13,29.1,89.0,,3.65,LOW
"Minerals, Cheese, cheddar, sharp, block/chunk, store brand, sKROGER (CA2,TX) - NFY120X2X",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,HIGH,718.0,0.17,26.8,77.0,,3.98,LOW
"Minerals, Cheese, dry white, Queso seco, EL MEXICANO BRAND (CA-AL) - NFY09007O",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,825.0,0.21,31.9,104.0,,4.02,LOW
"Minerals, Cheese, dry white, Queso seco, mixed composite (CA-LA, CA-SD) - NFY0900AV",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,725.0,0.16,30.3,118.0,,3.22,LOW
"Minerals, Cheese, dry white, Queso seco, mixed composite (FL, CA-SB) - NFY09008Y",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,726.0,0.18,31.6,132.0,,3.34,LOW
"Minerals, Cheese, dry white, Queso seco, mixed composite (MD, NM) - NFY09009L",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,522.0,0.18,20.9,111.0,,2.9,LOW
"Minerals, Cheese, dry white, Queso seco, mixed composite (NY, TX-TR) - NFY09008B",HIGH,LOW,LOW,LOW,LOW,HIGH,LOW,485.0,0.15,19.1,106.0,,3.02,LOW
"Minerals, Cheese, dry white, Queso seco, mixed composite (TX-HA, NV) - NFY0900A8",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,683.0,0.2,26.7,124.0,,3.2,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1,NE,PA) - NFY120XAH",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,643.0,0.15,24.8,71.0,,3.99,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8I",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,673.0,0.14,30.4,146.0,,2.96,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X97",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,704.0,0.15,29.1,149.0,,3.09,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA,TX) - NFY120X8Y",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,668.0,0.15,29.3,164.0,,2.83,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7Q",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,681.0,0.14,29.1,153.0,,2.99,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE,NC) - NFY120X89",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,697.0,0.18,30.3,154.0,,3.05,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA,CA1) - NFY120X7G",HIGH,LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,627.0,0.14,28.9,146.0,,2.77,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3G",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,584.0,0.13,22.0,96.0,,4.01,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IA) - NFY120X51",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,683.0,0.22,22.2,55.0,,3.76,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4I",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,721.0,0.23,22.6,55.0,,3.82,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (NE) - NFY120X40",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,652.0,0.18,22.2,60.0,,3.95,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X68",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,664.0,0.14,25.3,64.0,,4.01,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X6Y",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,659.0,0.15,25.3,66.0,,4.16,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA,TX) - NFY120X6P",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,643.0,0.15,24.0,68.0,,3.9,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (KY,CA2) - NFY120X5H",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,693.0,0.16,26.6,71.0,,4.01,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X5Y",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,694.0,0.13,25.8,65.0,,4.18,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (PA,CA1) - NFY120X59",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,670.0,0.14,26.1,64.0,,4.07,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), store brand, MY ESSENTIALS (CA2,NC) - NFY120XA7",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,656.0,0.2,25.1,102.0,,3.23,LOW
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9P",HIGH,LOW,LOW,MEDIUM,MEDIUM,HIGH,LOW,651.0,0.21,24.4,354.0,,3.68,LOW
"Minerals, Cheese, swiss, slices (AL, CA1) - 18c-16-02-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,884.0,0.14,33.4,61.0,,4.37,LOW
"Minerals, Cheese, swiss, slices (AL, CA1) - 18c-17-02-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,910.0,0.11,34.5,69.0,,4.42,LOW
"Minerals, Cheese, swiss, slices (CA2, CO) - 18c-17-03-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,842.0,0.12,31.5,71.0,,4.17,LOW
"Minerals, Cheese, swiss, slices (CA2, NC) - 18c-16-03-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,860.0,0.13,32.1,66.0,,4.25,LOW
"Minerals, Cheese, swiss, slices (CO, CT) - 18c-16-05-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,906.0,0.19,34.2,68.0,,4.48,LOW
"Minerals, Cheese, swiss, slices (CT, OK) - 18c-17-04-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,861.0,0.12,32.1,75.0,,4.26,LOW
"Minerals, Cheese, swiss, slices (FL) - 18c-16-04-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,876.0,0.14,32.4,60.0,,4.4,LOW
"Minerals, Cheese, swiss, slices (FL, MO) - 18c-17-05-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,938.0,0.12,34.6,70.0,,4.58,LOW
"Minerals, Cheese, swiss, slices (IN, MI) - 18c-17-01-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,899.0,0.1,33.2,96.0,,4.32,LOW
"Minerals, Cheese, swiss, slices (IN, NY) - 18c-16-01-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,860.0,0.14,32.4,56.0,,4.29,LOW
"Minerals, Cheese, swiss, slices (MI, OK) - 18c-16-06-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,932.0,0.16,35.2,75.0,,4.57,LOW
"Minerals, Cheese, swiss, slices (NY, NC) - 18c-17-06-Min",HIGH,LOW,LOW,LOW,MEDIUM,HIGH,LOW,907.0,0.13,34.7,82.0,,4.36,LOW
"Minerals, Chicken breasts, boneless, skinless, non-enhanced, braised (AL,CA1) - 17A-02-02-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,6.0,0.54,31.5,325.0,,0.95,LOW
"Minerals, Chicken breasts, boneless, skinless, non-enhanced, braised (CA2,NC) - 17A-02-03-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,6.0,0.5,31.7,332.0,,1.0,LOW
"Minerals, Chicken breasts, boneless, skinless, non-enhanced, braised (CO,CT) - 17A-02-04-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,5.0,0.52,30.9,316.0,,0.95,LOW
"Minerals, Chicken breasts, boneless, skinless, non-enhanced, braised (FL,MO) - 17A-02-05-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,5.0,0.46,30.8,340.0,,1.02,LOW
"Minerals, Chicken breasts, boneless, skinless, non-enhanced, braised (IN,NY) - 17A-02-01-Min",LOW,LOW,LOW,HIGH,MEDIUM,LOW,LOW,7.0,0.47,35.2,410.0,,0.94,LOW
"Minerals, Chicken breasts, boneless, skinless, non-enhanced, braised (MI,OK) - 17A-02-06-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,LOW,LOW,5.0,0.45,32.1,335.0,,0.89,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, braised, enhanced (OK1,MI1) - 14B-06-06-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,14.0,0.78,21.1,229.0,,2.34,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (AL1,CA1) - 14B-06-05-Min",LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,13.0,1.0,22.3,229.0,,2.22,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (CA2,NC1) - 14B-06-02-Min",LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,11.0,1.05,23.7,263.0,,2.78,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (CO1,CT1,IN1) - 14B-06-03-Min",LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,12.0,1.02,22.5,235.0,,2.69,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, braised, non-enhanced (FL1,MO1,NY1) - 14B-06-04-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,12.0,0.84,22.2,237.0,,2.64,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, raw, enhanced (OK1,MI1) - 14B-04-06-Min",LOW,LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,11.0,0.59,18.9,223.0,,1.95,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (AL1,CA1) - 14B-04-05-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,12.0,0.68,21.5,229.0,,2.04,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (CA2,NC1) - 14B-04-02-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,9.0,0.69,21.7,251.0,,2.23,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (CO1,CT1,IN1) - 14B-04-03-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,10.0,0.61,20.9,236.0,,2.05,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, raw, non-enhanced (FL1,MO1,NY1) - 14B-04-04-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,11.0,0.68,21.8,244.0,,2.16,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, roasted, enhanced (OK1,MI1) - 14B-05-06-Min",LOW,LOW,LOW,MEDIUM,LOW,MEDIUM,LOW,11.0,0.66,19.8,267.0,,2.21,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (AL1,CA1) - 14B-05-05-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,13.0,0.92,23.9,274.0,,2.38,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (CA2,NC1) - 14B-05-02-Min",LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,11.0,1.02,24.8,266.0,,2.56,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (CO1,CT1,IN1) - 14B-05-03-Min",LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,12.0,1.14,24.1,265.0,,2.51,LOW
"Minerals, Chicken, dark meat, lean only, drumstick, roasted, non-enhanced (FL1,MO1,NY1) - 14B-05-04-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,11.0,0.83,23.5,256.0,,2.21,LOW
"Minerals, Chicken, dark meat, lean only, thigh, braised, enhanced (OK1,MI1) - 14B-09-06-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,15.0,0.97,23.2,281.0,,1.79,LOW
"Minerals, Chicken, dark meat, lean only, thigh, braised, non-enhanced (AL1,CA1) - 14B-09-05-Min",LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,11.0,1.34,26.8,273.0,,1.86,LOW
"Minerals, Chicken, dark meat, lean only, thigh, braised, non-enhanced (CA2,NC1) - 14B-09-02-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,11.0,0.94,23.0,261.0,,1.8,LOW
"Minerals, Chicken, dark meat, lean only, thigh, braised, non-enhanced (CO1,CT1) - 14B-09-03-Min",LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,13.0,1.33,25.7,271.0,,1.89,LOW
"Minerals, Chicken, dark meat, lean only, thigh, braised, non-enhanced (FL1,MO1,NY1) - 14B-09-04-Min",LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,13.0,1.45,24.5,260.0,,1.91,LOW
"Minerals, Chicken, dark meat, lean only, thigh, raw, enhanced (OK1,MI1) - 14B-07-06-Min",LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,9.0,0.62,20.0,248.0,,1.46,LOW
